n-rom|rom|room|noun|n|rom||home|neutral
n-kjoekken|kjøkken|kitchen|noun|n|kjøkken||home|neutral
n-stue|stue|living room|noun|f|stuer||home|neutral
n-soverom|soverom|bedroom|noun|n|soverom||home|neutral
n-bad|bad|bathroom|noun|n|bad||home|neutral
n-vindu|vindu|window|noun|n|vinduer||home|neutral
n-vegg|vegg|wall|noun|m|vegger||home|neutral
n-gulv|gulv|floor|noun|n|gulv||home|neutral
n-tak|tak|roof|noun|n|tak||home|neutral
n-trapp|trapp|stairs|noun|f|trapper||home|neutral
n-seng|seng|bed|noun|f|senger||home|neutral
n-sofa|sofa|sofa|noun|m|sofaer||home|neutral
n-skap|skap|cupboard|noun|n|skap||home|neutral
n-hylle|hylle|shelf|noun|f|hyller||home|neutral
n-lampe|lampe|lamp|noun|f|lamper||home|neutral
n-speil|speil|mirror|noun|n|speil||home|neutral
n-teppe|teppe|carpet|noun|n|tepper||home|neutral
n-pute|pute|pillow|noun|f|puter||home|neutral
n-dyne|dyne|duvet|noun|f|dyner||home|neutral
n-noekkel|nøkkel|key|noun|m|nøkler||home|neutral
n-laas|lås|lock|noun|m|låser||home|neutral
n-port|port|gate|noun|m|porter||home|neutral
n-hage|hage|garden|noun|m|hager||home|neutral
n-gjerde|gjerde|fence|noun|n|gjerder||home|neutral
n-vaer|vær|weather|noun|n|||weather|neutral
n-leilighet|leilighet|apartment|noun|f|leiligheter||home|neutral
n-bygning|bygning|building|noun|m|bygninger||city|neutral
n-hjoerne|hjørne|corner|noun|n|hjørner||home|neutral
n-loft|loft|attic|noun|n|loft||home|neutral
n-kjeller|kjeller|basement|noun|m|kjellere||home|neutral
n-balkong|balkong|balcony|noun|m|balkonger||home|neutral
n-mobel|møbel|furniture|noun|n|møbler||home|neutral
n-skuff|skuff|drawer|noun|m|skuffer||home|neutral
n-komfyr|komfyr|stove|noun|m|komfyrer||home|neutral
n-ovn|ovn|oven|noun|m|ovner||home|neutral
n-kjoeleskap|kjøleskap|fridge|noun|n|kjøleskap||home|neutral
n-fryser|fryser|freezer|noun|m|frysere||home|neutral
n-vask|vask|sink|noun|m|vasker||home|neutral
n-kran|kran|tap|noun|f|kraner||home|neutral
n-gryte|gryte|pot|noun|f|gryter||home|neutral
n-panne|panne|pan|noun|f|panner||home|neutral
n-kjele|kjele|kettle|noun|m|kjeler||home|neutral
n-tallerken|tallerken|plate|noun|m|tallerkener||home|neutral
n-kopp|kopp|cup|noun|m|kopper||home|neutral
n-glass|glass|glass|noun|n|glass||home|neutral
n-skaal|skål|bowl|noun|f|skåler||home|neutral
n-kniv|kniv|knife|noun|m|kniver||home|neutral
n-gaffel|gaffel|fork|noun|m|gafler||home|neutral
n-skje|skje|spoon|noun|f|skjeer||home|neutral
n-flaske|flaske|bottle|noun|f|flasker||home|neutral
n-boks|boks|can|noun|m|bokser||home|neutral
n-pose|pose|bag|noun|m|poser||shopping|neutral
n-spann|spann|bucket|noun|n|spann||home|neutral
n-boette|bøtte|bucket|noun|f|bøtter||home|neutral
n-kost|kost|broom|noun|m|koster||home|neutral
n-klut|klut|cloth|noun|m|kluter||home|neutral
n-saape|såpe|soap|noun|f|||home|neutral
n-handkle|håndkle|towel|noun|n|håndklær||home|neutral
n-tannboerste|tannbørste|toothbrush|noun|m|tannbørster||home|neutral
n-dolist|do|toilet|noun|n|||home|colloquial
n-toalett|toalett|toilet|noun|n|toaletter||home|neutral
n-dusj|dusj|shower|noun|m|dusjer||home|neutral
n-baderom|baderom|bathroom|noun|n|baderom||home|neutral
n-lys|lys|light|noun|n|lys||home|neutral
n-stearinlys|stearinlys|candle|noun|n|stearinlys||home|neutral
n-fyrstikk|fyrstikk|match|noun|f|fyrstikker||home|neutral
n-bilde|bilde|picture|noun|n|bilder||home|neutral
n-klokke|klokke|clock|noun|f|klokker||time|neutral
n-radio|radio|radio|noun|m|radioer||technology|neutral
n-mat|mat|food|noun|m|||food|neutral
n-broed|brød|bread|noun|n|brød||food|neutral
n-smoer|smør|butter|noun|n|||food|neutral
n-ost|ost|cheese|noun|m|oster||food|neutral
n-egg|egg|egg|noun|n|egg||food|neutral
n-melk|melk|milk|noun|f|||food|neutral
n-kjoett|kjøtt|meat|noun|n|||food|neutral
n-fisk|fisk|fish|noun|m|fisker||food|neutral
n-kylling|kylling|chicken|noun|m|kyllinger||food|neutral
n-poelse|pølse|sausage|noun|f|pølser||food|neutral
n-skinke|skinke|ham|noun|f|skinker||food|neutral
n-suppe|suppe|soup|noun|f|supper||food|neutral
n-salat|salat|salad|noun|m|salater||food|neutral
n-ris|ris|rice|noun|m|||food|neutral
n-pasta|pasta|pasta|noun|m|||food|neutral
n-potet|potet|potato|noun|m|poteter||food|neutral
n-loek|løk|onion|noun|m|løker||food|neutral
n-gulrot|gulrot|carrot|noun|f|gulrøtter||food|neutral
n-tomat|tomat|tomato|noun|m|tomater||food|neutral
n-agurk|agurk|cucumber|noun|m|agurker||food|neutral
n-eple|eple|apple|noun|n|epler||food|neutral
n-banan|banan|banana|noun|m|bananer||food|neutral
n-appelsin|appelsin|orange|noun|m|appelsiner||food|neutral
n-paere|pære|pear|noun|f|pærer||food|neutral
n-drue|drue|grape|noun|f|druer||food|neutral
n-jordbaer|jordbær|strawberry|noun|n|jordbær||food|neutral
n-baer|bær|berry|noun|n|bær||food|neutral
n-frukt|frukt|fruit|noun|f|frukter||food|neutral
n-groennsak|grønnsak|vegetable|noun|f|grønnsaker||food|neutral
n-sukker|sukker|sugar|noun|n|||food|neutral
n-salt|salt|salt|noun|n|||food|neutral
n-pepper|pepper|pepper|noun|m|||food|neutral
n-mel|mel|flour|noun|n|||food|neutral
n-olje|olje|oil|noun|f|oljer||food|neutral
n-honning|honning|honey|noun|m|||food|neutral
n-syltetoey|syltetøy|jam|noun|n|||food|neutral
n-sjokolade|sjokolade|chocolate|noun|m|sjokolader||food|neutral
n-kake|kake|cake|noun|f|kaker||food|neutral
n-kjeks|kjeks|biscuit|noun|m|kjeks||food|neutral
n-is|is|ice cream|noun|m|iser||food|neutral
n-godteri|godteri|candy|noun|n|||food|neutral
n-kaffe|kaffe|coffee|noun|m|||food|neutral
n-te|te|tea|noun|m|||food|neutral
n-juice|juice|juice|noun|m|||food|neutral
n-oel|øl|beer|noun|n|||food|neutral
n-vin|vin|wine|noun|m|viner||food|neutral
n-saft|saft|juice|noun|f|safter||food|neutral
n-frokost|frokost|breakfast|noun|m|frokoster||food|neutral
n-lunsj|lunsj|lunch|noun|m|lunsjer||food|neutral
n-middag|middag|dinner|noun|m|middager||food|neutral
n-maaltid|måltid|meal|noun|n|måltider||food|neutral
n-rett|rett|dish|noun|m|retter||food|neutral
n-oppskrift|oppskrift|recipe|noun|f|oppskrifter||food|neutral
n-smak|smak|taste|noun|m|smaker||food|neutral
n-sild|sild|herring|noun|f|sild||food|neutral
n-laks|laks|salmon|noun|m|laks||food|neutral
n-reke|reke|shrimp|noun|f|reker||food|neutral
n-noett|nøtt|nut|noun|f|nøtter||food|neutral
n-klaer|klær|clothes|noun|n|klær||clothing|neutral
n-genser|genser|sweater|noun|m|gensere||clothing|neutral
n-skjorte|skjorte|shirt|noun|f|skjorter||clothing|neutral
n-bukse|bukse|trousers|noun|f|bukser||clothing|neutral
n-kjole|kjole|dress|noun|m|kjoler||clothing|neutral
n-skjoert|skjørt|skirt|noun|n|skjørt||clothing|neutral
n-jakke|jakke|jacket|noun|f|jakker||clothing|neutral
n-frakk|frakk|coat|noun|m|frakker||clothing|neutral
n-kaape|kåpe|coat|noun|f|kåper||clothing|neutral
n-genserto|t-skjorte|t-shirt|noun|f|t-skjorter||clothing|neutral
n-sko|sko|shoe|noun|m|sko||clothing|neutral
n-stoevel|støvel|boot|noun|m|støvler||clothing|neutral
n-sokk|sokk|sock|noun|m|sokker||clothing|neutral
n-strompe|strømpe|stocking|noun|f|strømper||clothing|neutral
n-hatt|hatt|hat|noun|m|hatter||clothing|neutral
n-lue|lue|cap|noun|f|luer||clothing|neutral
n-skjerf|skjerf|scarf|noun|n|skjerf||clothing|neutral
n-hanske|hanske|glove|noun|m|hansker||clothing|neutral
n-vott|vott|mitten|noun|m|votter||clothing|neutral
n-belte|belte|belt|noun|n|belter||clothing|neutral
n-slips|slips|tie|noun|n|slips||clothing|neutral
n-dress|dress|suit|noun|m|dresser||clothing|neutral
n-undertoey|undertøy|underwear|noun|n|||clothing|neutral
n-pyjamas|pyjamas|pyjamas|noun|m|pyjamaser||clothing|neutral
n-badedrakt|badedrakt|swimsuit|noun|f|badedrakter||clothing|neutral
n-lomme|lomme|pocket|noun|f|lommer||clothing|neutral
n-knapp|knapp|button|noun|m|knapper||clothing|neutral
n-glidelaas|glidelås|zipper|noun|m|glidelåser||clothing|neutral
n-veske|veske|bag|noun|f|vesker||clothing|neutral
n-sekk|sekk|backpack|noun|m|sekker||clothing|neutral
n-koffert|koffert|suitcase|noun|m|kofferter||travel|neutral
n-paraply|paraply|umbrella|noun|m|paraplyer||everyday|neutral
n-briller|briller|glasses|noun|m|briller||clothing|neutral
n-ring|ring|ring|noun|m|ringer||clothing|neutral
n-smykke|smykke|jewellery|noun|n|smykker||clothing|neutral
n-stoff|stoff|fabric|noun|n|stoffer||clothing|neutral
n-ull|ull|wool|noun|f|||clothing|neutral
n-bomull|bomull|cotton|noun|f|||clothing|neutral
n-silke|silke|silk|noun|m|||clothing|neutral
n-laer|lær|leather|noun|n|||everyday|neutral
n-tre-material|tre|wood|noun|n|||everyday|neutral
n-metall|metall|metal|noun|n|metaller||everyday|neutral
n-jern|jern|iron|noun|n|||everyday|neutral
n-staal|stål|steel|noun|n|||everyday|neutral
n-gull|gull|gold|noun|n|||everyday|neutral
n-soelv|sølv|silver|noun|n|||everyday|neutral
n-kobber|kobber|copper|noun|n|||everyday|neutral
n-plast|plast|plastic|noun|m|||everyday|neutral
n-gummi|gummi|rubber|noun|m|||everyday|neutral
n-papir|papir|paper|noun|n|papirer||everyday|neutral
n-papp|papp|cardboard|noun|m|||everyday|neutral
n-stein|stein|stone|noun|m|steiner||nature|neutral
n-sand|sand|sand|noun|m|||nature|neutral
n-leire|leire|clay|noun|f|||nature|neutral
n-jord|jord|soil|noun|f|||nature|neutral
n-betong|betong|concrete|noun|m|||everyday|neutral
n-mur|mur|brick wall|noun|m|murer||everyday|neutral
n-tau|tau|rope|noun|n|tau||everyday|neutral
n-traad|tråd|thread|noun|m|tråder||everyday|neutral
n-snor|snor|string|noun|f|snorer||everyday|neutral
n-verktoey|verktøy|tool|noun|n|verktøy||work|neutral
n-hammer|hammer|hammer|noun|m|hamre||work|neutral
n-spiker|spiker|nail|noun|m|spikre||work|neutral
n-skrue|skrue|screw|noun|m|skruer||work|neutral
n-saag|sag|saw|noun|f|sager||work|neutral
n-spade|spade|spade|noun|m|spader||work|neutral
n-stige|stige|ladder|noun|m|stiger||work|neutral
n-maskin|maskin|machine|noun|m|maskiner||technology|neutral
n-motor|motor|engine|noun|m|motorer||technology|neutral
n-dyr|dyr|animal|noun|n|dyr||animals|neutral
n-hest|hest|horse|noun|m|hester||animals|neutral
n-ku|ku|cow|noun|f|kyr||animals|neutral
n-gris|gris|pig|noun|m|griser||animals|neutral
n-sau|sau|sheep|noun|m|sauer||animals|neutral
n-geit|geit|goat|noun|f|geiter||animals|neutral
n-hoene|høne|hen|noun|f|høner||animals|neutral
n-hane|hane|rooster|noun|m|haner||animals|neutral
n-and|and|duck|noun|f|ender||animals|neutral
n-gaas|gås|goose|noun|f|gjess||animals|neutral
n-kanin|kanin|rabbit|noun|m|kaniner||animals|neutral
n-mus|mus|mouse|noun|f|mus||animals|neutral
n-rotte|rotte|rat|noun|f|rotter||animals|neutral
n-rev|rev|fox|noun|m|rever||animals|neutral
n-ulv|ulv|wolf|noun|m|ulver||animals|neutral
n-bjoern|bjørn|bear|noun|m|bjørner||animals|neutral
n-elg|elg|moose|noun|m|elger||animals|neutral
n-hjort|hjort|deer|noun|m|hjorter||animals|neutral
n-reinsdyr|reinsdyr|reindeer|noun|n|reinsdyr||animals|neutral
n-hare|hare|hare|noun|m|harer||animals|neutral
n-ekorn|ekorn|squirrel|noun|n|ekorn||animals|neutral
n-pinnsvin|pinnsvin|hedgehog|noun|n|pinnsvin||animals|neutral
n-loeve|løve|lion|noun|f|løver||animals|neutral
n-tiger|tiger|tiger|noun|m|tigre||animals|neutral
n-elefant|elefant|elephant|noun|m|elefanter||animals|neutral
n-ape|ape|monkey|noun|f|aper||animals|neutral
n-fugl|fugl|bird|noun|m|fugler||animals|neutral
n-maake|måke|seagull|noun|f|måker||animals|neutral
n-ugle|ugle|owl|noun|f|ugler||animals|neutral
n-oern|ørn|eagle|noun|f|ørner||animals|neutral
n-due|due|pigeon|noun|f|duer||animals|neutral
n-spurv|spurv|sparrow|noun|m|spurver||animals|neutral
n-kraake|kråke|crow|noun|f|kråker||animals|neutral
n-svane|svane|swan|noun|f|svaner||animals|neutral
n-orm|orm|snake|noun|m|ormer||animals|neutral
n-slange|slange|snake|noun|m|slanger||animals|neutral
n-froks|frosk|frog|noun|m|frosker||animals|neutral
n-insekt|insekt|insect|noun|n|insekter||animals|neutral
n-flue|flue|fly|noun|f|fluer||animals|neutral
n-bie|bie|bee|noun|f|bier||animals|neutral
n-veps|veps|wasp|noun|m|veps||animals|neutral
n-maur|maur|ant|noun|m|maur||animals|neutral
n-edderkopp|edderkopp|spider|noun|m|edderkopper||animals|neutral
n-sommerfugl|sommerfugl|butterfly|noun|m|sommerfugler||animals|neutral
n-mygg|mygg|mosquito|noun|m|mygg||animals|neutral
n-hval|hval|whale|noun|m|hvaler||animals|neutral
n-sel|sel|seal|noun|m|seler||animals|neutral
n-krabbe|krabbe|crab|noun|f|krabber||animals|neutral
n-hale|hale|tail|noun|m|haler||animals|neutral
n-vinge|vinge|wing|noun|m|vinger||animals|neutral
n-fjaer|fjær|feather|noun|f|fjær||animals|neutral
n-pels|pels|fur|noun|m|||animals|neutral
n-plante|plante|plant|noun|f|planter||nature|neutral
n-blomst|blomst|flower|noun|m|blomster||nature|neutral
n-rose|rose|rose|noun|f|roser||nature|neutral
n-gress|gress|grass|noun|n|||nature|neutral
n-loev|løv|foliage|noun|n|||nature|neutral
n-blad|blad|leaf|noun|n|blader||nature|neutral
n-grein|grein|branch|noun|f|greiner||nature|neutral
n-rot|rot|root|noun|f|røtter||nature|neutral
n-stamme|stamme|trunk|noun|m|stammer||nature|neutral
n-bark|bark|bark|noun|m|||nature|neutral
n-froe|frø|seed|noun|n|frø||nature|neutral
n-skog|skog|forest|noun|m|skoger||nature|neutral
n-gran|gran|spruce|noun|f|graner||nature|neutral
n-furu|furu|pine|noun|f|furuer||nature|neutral
n-eik|eik|oak|noun|f|eiker||nature|neutral
n-bjoerk|bjørk|birch|noun|f|bjørker||nature|neutral
n-busk|busk|bush|noun|m|busker||nature|neutral
n-sopp|sopp|mushroom|noun|m|sopper||nature|neutral
n-mose|mose|moss|noun|m|||nature|neutral
n-natur|natur|nature|noun|m|||nature|neutral
n-landskap|landskap|landscape|noun|n|landskap||nature|neutral
n-fjell|fjell|mountain|noun|n|fjell||nature|neutral
n-aas|ås|hill|noun|m|åser||nature|neutral
n-dal|dal|valley|noun|m|daler||nature|neutral
n-slette|slette|plain|noun|f|sletter||nature|neutral
n-mark|mark|field|noun|f|marker||nature|neutral
n-eng|eng|meadow|noun|f|enger||nature|neutral
n-aaker|åker|field|noun|m|åkrer||nature|neutral
n-myr|myr|marsh|noun|f|myrer||nature|neutral
n-hule|hule|cave|noun|f|huler||nature|neutral
n-klippe|klippe|cliff|noun|f|klipper||nature|neutral
n-juv|juv|gorge|noun|n|juv||nature|neutral
n-bre|bre|glacier|noun|m|breer||nature|neutral
n-hav|hav|ocean|noun|n|hav||nature|neutral
n-sjoe|sjø|sea|noun|m|sjøer||nature|neutral
n-innsjoe|innsjø|lake|noun|m|innsjøer||nature|neutral
n-elv|elv|river|noun|f|elver||nature|neutral
n-baekk|bekk|stream|noun|m|bekker||nature|neutral
n-foss|foss|waterfall|noun|m|fosser||nature|neutral
n-kyst|kyst|coast|noun|m|kyster||nature|neutral
n-strand|strand|beach|noun|f|strender||nature|neutral
n-boelge|bølge|wave|noun|f|bølger||nature|neutral
n-fjord|fjord|fjord|noun|m|fjorder||nature|neutral
n-vik|vik|bay|noun|f|viker||nature|neutral
n-oey|øy|island|noun|f|øyer||nature|neutral
n-halvoey|halvøy|peninsula|noun|f|halvøyer||nature|neutral
n-odde|odde|cape|noun|m|odder||nature|neutral
n-bredd|bredd|shore|noun|f|bredder||nature|neutral
n-grunn|grunn|ground|noun|m|||nature|neutral
n-dyp|dyp|depth|noun|n|dyp||nature|neutral
n-himmel|himmel|sky|noun|m|himler||weather|neutral
n-sol|sol|sun|noun|f|soler||weather|neutral
n-maane|måne|moon|noun|m|måner||weather|neutral
n-stjerne|stjerne|star|noun|f|stjerner||weather|neutral
n-sky|sky|cloud|noun|f|skyer||weather|neutral
n-regn|regn|rain|noun|n|||weather|neutral
n-snoe|snø|snow|noun|m|||weather|neutral
n-is-frozen|is|ice|noun|m|||weather|neutral
n-vind|vind|wind|noun|m|vinder||weather|neutral
n-storm|storm|storm|noun|m|stormer||weather|neutral
n-taake|tåke|fog|noun|f|||weather|neutral
n-torden|torden|thunder|noun|m|||weather|neutral
n-lyn|lyn|lightning|noun|n|lyn||weather|neutral
n-frost|frost|frost|noun|m|||weather|neutral
n-hagl|hagl|hail|noun|n|||weather|neutral
n-dugg|dugg|dew|noun|m|||weather|neutral
n-skygge|skygge|shadow|noun|m|skygger||weather|neutral
n-temperatur|temperatur|temperature|noun|m|temperaturer||weather|neutral
n-grad|grad|degree|noun|m|grader||weather|neutral
n-regnbue|regnbue|rainbow|noun|m|regnbuer||weather|neutral
n-luft|luft|air|noun|f|||weather|neutral
n-klima|klima|climate|noun|n|||weather|neutral
n-sesong|sesong|season|noun|m|sesonger||time|neutral
n-vaar|vår|spring|noun|m|vårer||time|neutral
n-sommer|sommer|summer|noun|m|somre||time|neutral
n-hoest|høst|autumn|noun|m|høster||time|neutral
n-vinter|vinter|winter|noun|m|vintre||time|neutral
n-sted|sted|place|noun|n|steder||city|neutral
n-plass|plass|square|noun|m|plasser||city|neutral
n-gate|gate|street|noun|f|gater||city|neutral
n-vei|vei|road|noun|m|veier||travel|neutral
n-fortau|fortau|sidewalk|noun|n|fortau||city|neutral
n-torg|torg|market square|noun|n|torg||city|neutral
n-bro|bro|bridge|noun|f|broer||city|neutral
n-park|park|park|noun|m|parker||city|neutral
n-butikk|butikk|shop|noun|m|butikker||shopping|neutral
n-marked|marked|market|noun|n|markeder||shopping|neutral
n-kjoepesenter|kjøpesenter|shopping mall|noun|n|kjøpesentre||shopping|neutral
n-bakeri|bakeri|bakery|noun|n|bakerier||shopping|neutral
n-apotek|apotek|pharmacy|noun|n|apotek||city|neutral
n-restaurant|restaurant|restaurant|noun|m|restauranter||food|neutral
n-kafe|kafé|cafe|noun|m|kafeer||food|neutral
n-bar|bar|bar|noun|m|barer||city|neutral
n-hotell|hotell|hotel|noun|n|hotell||travel|neutral
n-kirke|kirke|church|noun|f|kirker||city|neutral
n-sykehus|sykehus|hospital|noun|n|sykehus||health|neutral
n-bibliotek|bibliotek|library|noun|n|bibliotek||city|neutral
n-museum|museum|museum|noun|n|museer||city|neutral
n-kino|kino|cinema|noun|m|kinoer||city|neutral
n-teater|teater|theatre|noun|n|teatre||city|neutral
n-stadion|stadion|stadium|noun|n|stadioner||sport|neutral
n-bank|bank|bank|noun|m|banker||money|neutral
n-post|post|post office|noun|m|||city|neutral
n-politistasjon|politistasjon|police station|noun|m|politistasjoner||city|neutral
n-fabrikk|fabrikk|factory|noun|m|fabrikker||work|neutral
n-kontor|kontor|office|noun|n|kontorer||work|neutral
n-gaard|gård|farm|noun|m|gårder||nature|neutral
n-laave|låve|barn|noun|m|låver||nature|neutral
n-fjoes|fjøs|cowshed|noun|n|fjøs||nature|neutral
n-hytte|hytte|cabin|noun|f|hytter||travel|neutral
n-taarn|tårn|tower|noun|n|tårn||city|neutral
n-slott|slott|castle|noun|n|slott||city|neutral
n-borg|borg|fortress|noun|f|borger||city|neutral
n-grense|grense|border|noun|f|grenser||travel|neutral
n-tettsted|tettsted|town|noun|n|tettsteder||city|neutral
n-landsby|landsby|village|noun|m|landsbyer||city|neutral
n-hovedstad|hovedstad|capital|noun|m|hovedsteder||city|neutral
n-sentrum|sentrum|centre|noun|n|sentrum||city|neutral
n-omraade|område|area|noun|n|områder||city|neutral
n-bydel|bydel|district|noun|m|bydeler||city|neutral
n-toalettoff|wc|toilet|noun|n|||city|neutral
n-reise|reise|journey|noun|f|reiser||travel|neutral
n-tur|tur|trip|noun|m|turer||travel|neutral
n-ferie|ferie|holiday|noun|m|ferier||travel|neutral
n-transport|transport|transport|noun|m|||travel|neutral
n-kjoeretoey|kjøretøy|vehicle|noun|n|kjøretøy||travel|neutral
n-buss|buss|bus|noun|m|busser||travel|neutral
n-tog|tog|train|noun|n|tog||travel|neutral
n-trikk|trikk|tram|noun|m|trikker||travel|neutral
n-baat|båt|boat|noun|m|båter||travel|neutral
n-skip|skip|ship|noun|n|skip||travel|neutral
n-ferge|ferge|ferry|noun|f|ferger||travel|neutral
n-fly|fly|airplane|noun|n|fly||travel|neutral
n-helikopter|helikopter|helicopter|noun|n|helikoptre||travel|neutral
n-sykkel|sykkel|bicycle|noun|m|sykler||travel|neutral
n-motorsykkel|motorsykkel|motorcycle|noun|m|motorsykler||travel|neutral
n-lastebil|lastebil|truck|noun|m|lastebiler||travel|neutral
n-drosje|drosje|taxi|noun|f|drosjer||travel|neutral
n-taxi|taxi|taxi|noun|m|taxier||travel|neutral
n-ambulanse|ambulanse|ambulance|noun|m|ambulanser||travel|neutral
n-traktor|traktor|tractor|noun|m|traktorer||travel|neutral
n-vogn|vogn|cart|noun|f|vogner||travel|neutral
n-hjul|hjul|wheel|noun|n|hjul||travel|neutral
n-dekk|dekk|tyre|noun|n|dekk||travel|neutral
n-ratt|ratt|steering wheel|noun|n|ratt||travel|neutral
n-brems|brems|brake|noun|m|bremser||travel|neutral
n-bensin|bensin|petrol|noun|m|||travel|neutral
n-billett|billett|ticket|noun|m|billetter||travel|neutral
n-stasjon|stasjon|station|noun|m|stasjoner||travel|neutral
n-holdeplass|holdeplass|stop|noun|m|holdeplasser||travel|neutral
n-flyplass|flyplass|airport|noun|m|flyplasser||travel|neutral
n-havn|havn|harbour|noun|f|havner||travel|neutral
n-brygge|brygge|wharf|noun|f|brygger||travel|neutral
n-perrong|perrong|platform|noun|m|perronger||travel|neutral
n-spor|spor|track|noun|n|spor||travel|neutral
n-kart|kart|map|noun|n|kart||travel|neutral
n-rute|rute|route|noun|f|ruter||travel|neutral
n-avstand|avstand|distance|noun|m|avstander||travel|neutral
n-fart|fart|speed|noun|m|||travel|neutral
n-passasjer|passasjer|passenger|noun|m|passasjerer||travel|neutral
n-sjaafoer|sjåfør|driver|noun|m|sjåfører||travel|neutral
n-parkering|parkering|parking|noun|f|||travel|neutral
n-kryss|kryss|crossroads|noun|n|kryss||travel|neutral
n-tunnel|tunnel|tunnel|noun|m|tunneler||travel|neutral
n-koe|kø|queue|noun|m|køer||travel|neutral
n-koke|koke|to boil|verb|||koker, kokte, kokt|food|neutral
n-steke|steke|to fry|verb|||steker, stekte, stekt|food|neutral
n-bake|bake|to bake|verb|||baker, bakte, bakt|food|neutral
n-lage|lage|to make|verb|||lager, laget, laget|food|neutral
n-skjaere|skjære|to cut|verb|||skjærer, skar, skåret|food|neutral
n-helle|helle|to pour|verb|||heller, helte, helt|food|neutral
n-roere|røre|to stir|verb|||rører, rørte, rørt|food|neutral
n-smake|smake|to taste|verb|||smaker, smakte, smakt|food|neutral
n-servere|servere|to serve|verb|||serverer, serverte, servert|food|neutral
n-vaske|vaske|to wash|verb|||vasker, vasket, vasket|home|neutral
n-rydde|rydde|to tidy|verb|||rydder, ryddet, ryddet|home|neutral
n-pusse|pusse|to polish|verb|||pusser, pusset, pusset|home|neutral
n-feie|feie|to sweep|verb|||feier, feide, feid|home|neutral
n-kjoere|kjøre|to drive|verb|||kjører, kjørte, kjørt|travel|neutral
n-fly-verb|fly|to fly|verb|||flyr, fløy, fløyet|travel|neutral
n-seile|seile|to sail|verb|||seiler, seilte, seilt|travel|neutral
n-sykle|sykle|to cycle|verb|||sykler, syklet, syklet|travel|neutral
n-reise-verb|reise|to travel|verb|||reiser, reiste, reist|travel|neutral
n-parkere|parkere|to park|verb|||parkerer, parkerte, parkert|travel|neutral
n-vokse|vokse|to grow|verb|||vokser, vokste, vokst|nature|neutral
n-plante-verb|plante|to plant|verb|||planter, plantet, plantet|nature|neutral
n-blomstre|blomstre|to bloom|verb|||blomstrer, blomstret, blomstret|nature|neutral
n-regne|regne|to rain|verb|||regner, regnet, regnet|weather|neutral
n-snoe-verb|snø|to snow|verb|||snør, snødde, snødd|weather|neutral
n-blaase|blåse|to blow|verb|||blåser, blåste, blåst|weather|neutral
n-skinne|skinne|to shine|verb|||skinner, skinte, skint|weather|neutral
n-fryse|fryse|to freeze|verb|||fryser, frøs, frosset|weather|neutral
n-roed|rød|red|adj||||nature|neutral
n-blaa|blå|blue|adj||||nature|neutral
n-groenn|grønn|green|adj||||nature|neutral
n-gul|gul|yellow|adj||||nature|neutral
n-svart|svart|black|adj||||nature|neutral
n-hvit|hvit|white|adj||||nature|neutral
n-brun|brun|brown|adj||||nature|neutral
n-graa|grå|grey|adj||||nature|neutral
n-rosa|rosa|pink|adj||||nature|neutral
n-oransje|oransje|orange|adj||||nature|neutral
n-lilla|lilla|purple|adj||||nature|neutral
n-frisk|frisk|fresh|adj||||food|neutral
n-raatten|råtten|rotten|adj||||food|neutral
n-soet|søt|sweet|adj||||food|neutral
n-sur|sur|sour|adj||||food|neutral
n-bitter|bitter|bitter|adj||||food|neutral
n-salt-adj|salt|salty|adj||||food|neutral
n-deilig|deilig|delicious|adj||||food|neutral
n-moeden|moden|ripe|adj||||food|neutral
n-toerst|tørst|thirsty|adj||||food|neutral
n-sulten|sulten|hungry|adj||||food|neutral
n-vaat|våt|wet|adj||||weather|neutral
n-toerr|tørr|dry|adj||||weather|neutral
n-solrik|solrik|sunny|adj||||weather|neutral
n-overskyet|overskyet|cloudy|adj||||weather|neutral
n-kjoelig|kjølig|chilly|adj||||weather|neutral
n-mild|mild|mild|adj||||weather|neutral
n-klar|klar|clear|adj||||weather|neutral
n-dyp-2|dyp|deep|adj||||nature|neutral
n-grunn-adj|grunn|shallow|adj||||nature|neutral
n-bratt|bratt|steep|adj||||nature|neutral
n-flat|flat|flat|adj||||nature|neutral
n-myk|myk|soft|adj||||everyday|neutral
n-hard|hard|hard|adj||||everyday|neutral
n-glatt|glatt|smooth|adj||||everyday|neutral
n-rund|rund|round|adj||||everyday|neutral
n-spiss|spiss|pointed|adj||||everyday|neutral
n-tung|tung|heavy|adj||||everyday|neutral
n-lett-vekt|lett|light|adj||||everyday|neutral
n-ren|ren|clean|adj||||home|neutral
n-skitten|skitten|dirty|adj||||home|neutral
